31.0,blue-collar,married,secondary,yes,no,no
41.0,management,married,tertiary,yes,yes,no
38.0,technician,single,secondary,yes,no,no
39.0,technician,single,secondary,yes,no,yes
39.0,blue-collar,married,secondary,yes,no,no
39.0,services,single,unknown,yes,no,no
40.0,technician,married,tertiary,yes,no,no
34.0,services,single,secondary,yes,no,no
56.0,technician,married,secondary,yes,no,yes
34.0,self-employed,single,secondary,yes,no,no
38.0,management,divorced,tertiary,yes,no,yes
39.0,blue-collar,married,primary,no,no,yes
39.0,blue-collar,married,primary,yes,no,no
44.0,services,divorced,secondary,yes,no,no
41.0,blue-collar,single,primary,yes,no,yes
43.0,technician,married,secondary,yes,no,no
43.0,technician,married,secondary,yes,no,no
32.0,management,married,tertiary,yes,no,no
42.0,management,single,tertiary,yes,yes,yes
32.0,blue-collar,married,secondary,yes,no,no
32.0,blue-collar,married,secondary,yes,no,no
38.0,blue-collar,married,secondary,yes,no,no
39.0,management,married,tertiary,yes,no,yes
45.0,blue-collar,divorced,primary,yes,no,yes
45.0,blue-collar,divorced,primary,yes,no,yes
48.0,blue-collar,married,secondary,yes,no,yes
48.0,blue-collar,married,secondary,yes,no,yes
33.0,admin.,single,secondary,yes,no,no
49.0,services,married,secondary,yes,no,yes
44.0,technician,married,tertiary,yes,no,yes
36.0,management,single,tertiary,yes,no,yes
36.0,management,single,tertiary,yes,no,yes
54.0,retired,divorced,tertiary,no,no,yes
37.0,blue-collar,married,secondary,yes,no,no
44.0,blue-collar,married,secondary,yes,no,no
44.0,blue-collar,married,secondary,yes,no,no
44.0,blue-collar,married,secondary,yes,no,no
44.0,blue-collar,married,secondary,yes,no,no
44.0,blue-collar,single,primary,yes,no,yes
35.0,blue-collar,single,secondary,yes,yes,no
37.0,management,single,tertiary,yes,no,no
59.0,retired,married,secondary,yes,yes,yes
39.0,services,divorced,secondary,yes,no,no
43.0,services,divorced,secondary,yes,no,yes
26.0,admin.,single,secondary,yes,no,no
45.0,unemployed,divorced,secondary,yes,no,yes
37.0,management,single,secondary,yes,no,yes
29.0,admin.,single,secondary,yes,no,no
37.0,blue-collar,married,secondary,no,no,yes
43.0,technician,divorced,unknown,yes,no,no
47.0,blue-collar,divorced,primary,yes,no,yes
46.0,management,single,tertiary,yes,no,yes
33.0,unknown,single,unknown,no,no,no
41.0,admin.,divorced,secondary,yes,no,no
43.0,self-employed,single,unknown,no,no,yes
40.0,blue-collar,divorced,primary,yes,no,no
31.0,services,married,secondary,yes,no,no
43.0,management,married,tertiary,yes,no,no
57.0,technician,married,tertiary,no,no,yes
36.0,services,married,secondary,yes,yes,no
40.0,self-employed,married,secondary,yes,no,no
34.0,admin.,married,secondary,no,yes,no
57.0,retired,married,tertiary,yes,yes,yes
34.0,blue-collar,married,secondary,yes,no,no
38.0,admin.,divorced,secondary,yes,no,yes
38.0,admin.,divorced,secondary,yes,no,yes
46.0,technician,married,secondary,no,no,yes
36.0,blue-collar,married,primary,yes,no,yes
37.0,services,divorced,secondary,yes,no,yes
38.0,admin.,married,secondary,no,no,no
35.0,student,single,unknown,yes,no,no
59.0,blue-collar,married,primary,yes,no,yes
44.0,management,divorced,tertiary,yes,no,yes
41.0,blue-collar,married,primary,yes,yes,yes
41.0,admin.,single,secondary,yes,no,yes
50.0,unemployed,married,secondary,yes,no,yes
37.0,technician,married,secondary,yes,no,no
42.0,management,single,secondary,no,no,no
53.0,technician,divorced,primary,yes,no,yes
31.0,management,single,tertiary,yes,no,no
41.0,admin.,married,primary,yes,no,yes
37.0,admin.,single,secondary,yes,yes,yes
42.0,management,married,unknown,no,no,no
37.0,entrepreneur,divorced,secondary,yes,yes,yes
39.0,technician,married,secondary,yes,no,no
43.0,management,divorced,tertiary,yes,no,yes
42.0,blue-collar,married,secondary,yes,no,yes
35.0,services,married,secondary,yes,no,no
35.0,services,married,secondary,yes,no,no
24.0,technician,single,secondary,yes,yes,no
40.0,blue-collar,married,secondary,yes,no,no
40.0,blue-collar,married,secondary,yes,no,no
52.0,management,married,unknown,yes,no,yes
36.0,admin.,married,tertiary,yes,no,no
25.0,services,married,secondary,yes,no,no
42.0,admin.,married,secondary,yes,no,no
36.0,management,married,tertiary,yes,yes,yes
29.0,services,divorced,secondary,yes,no,no
48.0,management,married,tertiary,yes,no,yes
60.0,blue-collar,married,primary,yes,yes,yes
53.0,blue-collar,divorced,primary,yes,no,yes
51.0,blue-collar,married,secondary,yes,no,yes
40.0,services,married,secondary,yes,no,yes
24.0,student,single,secondary,yes,no,no
24.0,student,single,secondary,yes,no,no
39.0,technician,single,tertiary,yes,no,no
42.0,retired,married,secondary,yes,no,no
35.0,blue-collar,married,secondary,yes,no,no
33.0,management,married,tertiary,yes,no,no
40.0,admin.,married,secondary,yes,no,yes
41.0,admin.,married,secondary,yes,yes,no
36.0,services,single,unknown,yes,no,yes
41.0,management,married,tertiary,yes,no,no
26.0,student,single,secondary,yes,no,no
37.0,unemployed,single,secondary,yes,no,yes
42.0,blue-collar,married,unknown,yes,no,no
37.0,technician,married,secondary,yes,no,yes
43.0,services,married,secondary,yes,yes,no
35.0,management,married,tertiary,yes,no,no
33.0,entrepreneur,married,secondary,yes,yes,no
43.0,technician,married,secondary,yes,no,yes
36.0,blue-collar,single,secondary,yes,yes,yes
39.0,technician,married,tertiary,yes,yes,yes
36.0,technician,married,secondary,yes,yes,yes
34.0,blue-collar,single,secondary,yes,yes,no
60.0,services,single,primary,yes,no,yes
44.0,services,divorced,secondary,yes,yes,yes
37.0,technician,single,secondary,yes,no,yes
37.0,technician,single,secondary,yes,no,yes
44.0,blue-collar,married,secondary,no,yes,no
49.0,admin.,divorced,secondary,yes,yes,yes
44.0,management,divorced,tertiary,no,no,yes
43.0,entrepreneur,married,secondary,no,no,yes
46.0,management,divorced,tertiary,yes,no,yes
31.0,services,married,tertiary,yes,no,no
48.0,technician,married,secondary,no,no,yes
37.0,admin.,married,secondary,yes,no,no
22.0,blue-collar,single,secondary,yes,no,no
43.0,technician,single,secondary,yes,no,no
30.0,student,single,tertiary,yes,no,no
43.0,services,married,primary,yes,no,no
37.0,admin.,single,secondary,yes,no,no
52.0,housemaid,married,secondary,yes,no,yes
60.0,retired,married,primary,yes,no,yes
53.0,technician,married,secondary,yes,no,yes
45.0,admin.,married,secondary,yes,no,yes
32.0,blue-collar,single,primary,yes,yes,no
40.0,retired,married,primary,yes,yes,no
41.0,technician,married,secondary,yes,no,yes
41.0,technician,married,secondary,yes,no,yes
38.0,admin.,single,secondary,yes,no,yes
45.0,blue-collar,married,primary,yes,no,yes
45.0,blue-collar,married,primary,yes,no,yes
37.0,management,divorced,tertiary,yes,no,yes
36.0,services,married,primary,yes,no,yes
40.0,technician,single,secondary,yes,no,yes
40.0,blue-collar,single,unknown,yes,no,no
40.0,unemployed,married,secondary,yes,no,no
38.0,technician,married,secondary,yes,no,no
42.0,blue-collar,divorced,primary,yes,no,no
37.0,admin.,married,secondary,yes,no,yes
37.0,blue-collar,married,primary,yes,no,no
44.0,admin.,divorced,secondary,yes,no,no
40.0,technician,single,unknown,yes,no,yes
39.0,admin.,divorced,secondary,yes,no,no
32.0,admin.,single,secondary,yes,no,no
36.0,admin.,divorced,secondary,yes,no,no
40.0,services,divorced,unknown,yes,no,no
35.0,technician,divorced,secondary,yes,no,no
46.0,blue-collar,married,primary,yes,no,yes
33.0,technician,divorced,secondary,yes,no,no
36.0,blue-collar,married,primary,yes,yes,yes
34.0,technician,married,secondary,yes,no,no
34.0,technician,married,secondary,yes,no,no
34.0,admin.,married,unknown,yes,no,no
50.0,entrepreneur,married,primary,yes,no,yes
41.0,blue-collar,married,primary,yes,no,yes
41.0,blue-collar,married,primary,yes,no,yes
46.0,blue-collar,single,tertiary,yes,no,yes
56.0,blue-collar,married,secondary,yes,no,yes
38.0,management,single,tertiary,yes,no,no
43.0,entrepreneur,married,unknown,yes,no,no
36.0,technician,single,secondary,yes,no,yes
41.0,blue-collar,married,secondary,yes,no,yes
41.0,blue-collar,married,secondary,yes,no,yes
37.0,services,single,secondary,yes,no,yes
44.0,admin.,married,secondary,yes,no,no
23.0,blue-collar,married,secondary,yes,no,no
39.0,management,married,tertiary,yes,yes,no
33.0,management,single,tertiary,yes,no,no
33.0,management,single,tertiary,yes,no,no
38.0,entrepreneur,single,tertiary,no,yes,no
40.0,blue-collar,married,primary,yes,no,yes
40.0,blue-collar,married,primary,yes,no,yes
31.0,blue-collar,single,secondary,yes,no,no
53.0,entrepreneur,single,secondary,yes,no,yes
50.0,admin.,divorced,secondary,yes,no,yes
39.0,management,single,tertiary,yes,no,no
45.0,technician,single,secondary,yes,no,yes
55.0,services,married,secondary,yes,no,yes
40.0,self-employed,married,secondary,yes,yes,yes
42.0,technician,single,secondary,yes,no,no
45.0,entrepreneur,divorced,tertiary,yes,no,yes
46.0,technician,married,secondary,yes,no,yes
43.0,blue-collar,married,primary,yes,no,yes
37.0,management,married,tertiary,yes,no,no
29.0,management,single,tertiary,yes,no,no
42.0,admin.,single,secondary,yes,no,no
32.0,admin.,married,tertiary,yes,no,no
54.0,admin.,married,tertiary,no,no,yes
60.0,retired,divorced,secondary,yes,no,yes
49.0,admin.,single,secondary,yes,no,yes
40.0,unemployed,married,secondary,yes,no,yes
27.0,technician,single,tertiary,yes,no,no
28.0,management,single,tertiary,yes,yes,no
41.0,admin.,married,secondary,yes,no,yes
39.0,management,married,secondary,yes,no,no
42.0,technician,single,secondary,yes,no,yes
42.0,technician,single,secondary,yes,no,yes
60.0,technician,married,primary,yes,no,yes
41.0,admin.,married,secondary,yes,no,no
37.0,management,divorced,secondary,yes,no,yes
36.0,admin.,single,primary,yes,no,no
40.0,management,married,tertiary,yes,no,no
40.0,management,married,tertiary,yes,no,no
30.0,blue-collar,single,secondary,yes,no,no
25.0,blue-collar,married,secondary,yes,no,no
28.0,unemployed,single,tertiary,yes,no,no
44.0,services,married,secondary,yes,yes,no
54.0,management,divorced,tertiary,yes,no,yes
42.0,unemployed,divorced,secondary,yes,no,yes
36.0,blue-collar,married,unknown,no,no,no
45.0,blue-collar,married,secondary,yes,no,yes
45.0,blue-collar,married,secondary,yes,no,yes
38.0,services,single,secondary,yes,no,no
40.0,blue-collar,married,primary,yes,no,no
59.0,admin.,married,secondary,yes,no,yes
38.0,services,married,secondary,yes,no,no
40.0,services,married,primary,yes,no,yes
40.0,services,married,primary,yes,no,yes
46.0,admin.,married,secondary,yes,yes,yes
54.0,management,single,tertiary,yes,no,yes
36.0,management,married,tertiary,yes,yes,no
43.0,blue-collar,single,secondary,yes,no,yes
35.0,retired,single,primary,no,no,no
52.0,blue-collar,divorced,primary,yes,no,yes
36.0,blue-collar,married,primary,yes,no,no
34.0,services,married,secondary,yes,yes,no
44.0,technician,single,secondary,yes,no,no
36.0,services,married,secondary,yes,no,no
41.0,services,married,secondary,yes,no,no
56.0,admin.,married,secondary,no,no,yes
60.0,blue-collar,divorced,secondary,yes,no,yes
38.0,management,married,tertiary,yes,no,yes
38.0,technician,married,secondary,yes,no,yes
28.0,blue-collar,married,primary,yes,no,no
28.0,blue-collar,married,secondary,yes,yes,no
29.0,admin.,single,secondary,yes,yes,no
46.0,blue-collar,married,secondary,yes,no,yes
41.0,blue-collar,divorced,secondary,yes,no,yes
44.0,blue-collar,married,unknown,yes,no,yes
43.0,management,single,tertiary,yes,no,yes
44.0,technician,divorced,secondary,yes,no,yes
44.0,technician,divorced,secondary,yes,no,yes
36.0,technician,single,secondary,yes,yes,no
41.0,blue-collar,married,primary,yes,yes,no
42.0,entrepreneur,divorced,tertiary,yes,no,no
53.0,services,divorced,primary,yes,yes,yes
38.0,blue-collar,married,secondary,yes,no,yes
40.0,blue-collar,married,secondary,yes,no,yes
47.0,blue-collar,married,secondary,yes,no,yes
30.0,technician,single,secondary,yes,no,no
33.0,blue-collar,single,secondary,yes,no,no
39.0,technician,single,unknown,yes,no,yes
48.0,blue-collar,divorced,primary,yes,no,yes
37.0,blue-collar,divorced,secondary,yes,no,yes
51.0,entrepreneur,married,unknown,yes,no,yes
56.0,management,married,tertiary,yes,yes,yes
31.0,services,married,secondary,yes,yes,no
33.0,technician,single,secondary,yes,no,no
39.0,management,divorced,tertiary,yes,yes,yes
35.0,entrepreneur,divorced,secondary,yes,no,no
42.0,admin.,divorced,secondary,yes,no,yes
30.0,technician,married,secondary,yes,yes,no
36.0,self-employed,married,tertiary,no,no,no
41.0,entrepreneur,married,primary,yes,no,no
59.0,retired,single,secondary,yes,no,yes
32.0,technician,single,secondary,yes,no,no
43.0,services,single,unknown,no,no,no
41.0,retired,divorced,primary,yes,no,yes
59.0,services,married,secondary,yes,no,yes
44.0,technician,married,secondary,yes,no,no
36.0,services,married,secondary,yes,no,yes
55.0,unemployed,divorced,secondary,yes,no,yes
34.0,management,single,tertiary,yes,no,no
49.0,unknown,married,primary,yes,yes,yes
42.0,management,divorced,tertiary,yes,no,no
36.0,blue-collar,married,secondary,yes,no,yes
36.0,blue-collar,married,secondary,yes,no,yes
33.0,services,married,secondary,yes,no,no
33.0,services,married,secondary,yes,no,no
33.0,services,married,secondary,yes,no,no
